Date,Open,High,Low,Close,Adj Close,Volume
2017-08-29,779.380005,789.789978,653.340027,688.030029,688.030029,164545800
2017-08-30,691.210022,781.250000,663.330017,734.200012,734.200012,153514876
2017-08-31,761.299988,796.229980,739.010010,755.880005,755.880005,118227243
2017-09-01,775.219971,842.549988,756.690002,792.510010,792.510010,193981238
2017-09-02,760.070007,780.799988,736.369995,748.219971,748.219971,94201721
2017-09-03,739.849976,806.630005,735.750000,775.590027,775.590027,192109819
2017-09-04,747.369995,753.580017,690.359985,694.880005,694.880005,118342573
2017-09-05,699.710022,720.739990,674.700012,708.799988,708.799988,62843278
2017-09-06,733.650024,847.789978,724.239990,827.789978,827.789978,134071931
2017-09-07,821.710022,913.400024,788.419983,843.900024,843.900024,206288949
2017-09-08,820.739990,861.059998,774.729980,798.020020,798.020020,155180782
2017-09-09,771.570007,772.119995,741.359985,744.659973,744.659973,87578390
2017-09-10,725.650024,729.400024,701.039978,704.250000,704.250000,89969029
2017-09-11,696.039978,718.780029,694.450012,697.090027,697.090027,67862276
2017-09-12,689.780029,693.960022,675.650024,675.650024,675.650024,67257484
2017-09-13,643.280029,665.700012,619.859985,651.750000,651.750000,101406923
2017-09-14,557.219971,560.630005,500.130005,511.209991,511.209991,86574655
2017-09-15,569.340027,603.510010,482.989990,551.320007,551.320007,127593079
2017-09-16,551.460022,579.460022,547.190002,569.020020,569.020020,67580212
2017-09-17,573.559998,578.340027,555.859985,571.169983,571.169983,64699350
2017-09-18,625.559998,650.710022,605.130005,625.039978,625.039978,86656151
2017-09-19,594.650024,697.820007,579.690002,677.390015,677.390015,166422990
2017-09-20,681.080017,682.080017,606.909973,617.429993,617.429993,134536039
2017-09-21,565.369995,569.500000,529.580017,530.039978,530.039978,79786555
2017-09-22,533.169983,541.020020,517.479980,525.789978,525.789978,75288564
2017-09-23,542.679993,547.929993,536.010010,540.299988,540.299988,49427983
2017-09-24,524.270020,533.520020,524.270020,531.200012,531.200012,52474740
2017-09-25,571.479980,590.880005,558.049988,570.489990,570.489990,91137175
2017-09-26,564.849976,584.549988,561.900024,569.280029,569.280029,56683312
2017-09-27,615.450012,615.450012,584.570007,586.700012,586.700012,76036507
2017-09-28,587.200012,617.570007,565.349976,583.469971,583.469971,117801449
2017-09-29,576.070007,577.640015,549.760010,555.020020,555.020020,68288151
2017-09-30,570.630005,572.260010,530.179993,537.530029,537.530029,84220291
2017-10-01,550.919983,558.789978,523.700012,524.260010,524.260010,89332829
2017-10-02,526.419983,543.900024,509.000000,530.989990,530.989990,105487864
2017-10-03,524.159973,525.809998,507.179993,512.239990,512.239990,63240177
2017-10-04,495.309998,498.920013,429.899994,448.179993,448.179993,120150944
2017-10-05,469.470001,478.369995,449.429993,456.390015,456.390015,122053267
2017-10-06,454.859985,475.549988,438.720001,461.019989,461.019989,99560477
2017-10-07,464.899994,467.250000,448.450012,454.269989,454.269989,57128822
2017-10-08,476.980011,478.799988,399.679993,436.920013,436.920013,112638382
2017-10-09,451.559998,453.559998,351.760010,397.720001,397.720001,146825286
2017-10-10,395.940002,440.779999,382.589996,403.200012,403.200012,166477147
2017-10-11,405.829987,407.290009,385.209991,396.040009,396.040009,81606445
2017-10-12,446.790009,447.820007,391.140015,391.959991,391.959991,125315162
2017-10-13,407.299988,413.570007,372.220001,404.089996,404.089996,156524479
2017-10-14,412.149994,422.040009,397.170013,400.369995,400.369995,100627050
2017-10-15,394.519989,407.709991,389.220001,396.670013,396.670013,83262671
2017-10-16,399.609985,407.769989,391.239990,393.109985,393.109985,62914248
2017-10-17,385.359985,510.910004,383.660004,466.109985,466.109985,192064941
2017-10-18,467.500000,480.059998,416.959991,430.730011,430.730011,134251016
2017-10-19,436.290009,439.880005,410.049988,416.519989,416.519989,106366254
2017-10-20,444.260010,450.089996,413.959991,415.880005,415.880005,88347854
2017-10-21,415.149994,417.059998,395.179993,410.100006,410.100006,93343873
2017-10-22,408.820007,459.029999,407.450012,415.679993,415.679993,130485909
2017-10-23,407.260010,416.820007,392.989990,394.559998,394.559998,104110763
2017-10-24,376.500000,427.549988,375.220001,418.779999,418.779999,132631118
2017-10-25,436.170013,447.970001,427.850006,428.820007,428.820007,66281412
2017-10-26,442.519989,470.190002,429.950012,436.769989,436.769989,100851341
2017-10-27,427.839996,491.049988,424.309998,474.679993,474.679993,179444576
2017-10-28,470.899994,547.440002,466.359985,542.150024,542.150024,194088382
2017-10-29,581.650024,722.869995,558.880005,586.760010,586.760010,381637822
2017-10-30,583.840027,620.549988,539.260010,577.799988,577.799988,169023562
2017-10-31,613.650024,622.090027,564.299988,570.119995,570.119995,109749912
2017-11-01,602.309998,724.409973,601.510010,705.349976,705.349976,290319831
2017-11-02,739.119995,783.140015,541.469971,706.190002,706.190002,189047952
2017-11-03,710.419983,880.169983,709.859985,818.369995,818.369995,207606646
2017-11-04,827.030029,838.590027,769.859985,789.770020,789.770020,104968401
2017-11-05,809.200012,825.479980,730.669983,820.539978,820.539978,119256471
2017-11-06,761.750000,809.719971,751.039978,763.729980,763.729980,112010047
2017-11-07,775.099976,785.059998,765.789978,778.390015,778.390015,55594263
2017-11-08,813.960022,840.059998,718.630005,792.159973,792.159973,151398023
2017-11-09,761.190002,871.349976,760.830017,845.099976,845.099976,162255126
2017-11-10,788.909973,1387.400024,771.250000,1309.420044,1309.420044,1002750025
2017-11-11,1224.369995,1861.810059,1087.260010,1695.030029,1695.030029,1170276883
2017-11-12,1586.650024,3532.800049,1407.270020,1757.770020,1757.770020,1961296914
2017-11-13,1961.650024,2047.310059,1287.339966,1745.000000,1745.000000,1246570083
2017-11-14,1758.119995,1808.040039,1501.760010,1605.829956,1605.829956,444263403
2017-11-15,1786.520020,1826.050049,1512.609985,1539.910034,1539.910034,374191015
2017-11-16,1663.160034,1699.760010,1126.390015,1171.119995,1171.119995,458506268
2017-11-17,1134.239990,1606.839966,1060.400024,1506.420044,1506.420044,858215412
2017-11-18,1543.880005,1861.530029,1542.869995,1611.439941,1611.439941,760097442
2017-11-19,1643.780029,1667.439941,1459.650024,1499.770020,1499.770020,378214518
2017-11-20,1557.680054,1646.359985,1535.250000,1619.650024,1619.650024,358948387
2017-11-21,1587.900024,1587.900024,1480.010010,1515.630005,1515.630005,305849632
2017-11-22,1531.650024,1760.280029,1504.130005,1670.310059,1670.310059,442656620
2017-11-23,1635.790039,2162.399902,1623.349976,2161.360107,2161.360107,947130732
2017-11-24,2181.760010,2319.889893,1911.790039,2067.699951,2067.699951,778538571
2017-11-25,2189.879883,2210.949951,1948.040039,1953.579956,1953.579956,453104925
2017-11-26,2088.479980,2244.770020,1972.459961,2190.300049,2190.300049,568886991
2017-11-27,2297.110107,2298.350098,2021.609985,2024.089966,2024.089966,440811097
2017-11-28,2081.449951,2095.489990,1914.270020,1914.270020,1914.270020,479975962
2017-11-29,1935.819946,2093.260010,1725.459961,1761.589966,1761.589966,792991611
2017-11-30,1806.560059,1851.560059,1699.359985,1760.239990,1760.239990,392716004
2017-12-01,1848.050049,1935.530029,1792.510010,1831.390015,1831.390015,381327667
2017-12-02,1831.760010,1838.709961,1765.099976,1773.430054,1773.430054,304009315
2017-12-03,1860.810059,2095.600098,1853.520020,1967.260010,1967.260010,614528114
2017-12-04,2003.560059,2006.530029,1945.640015,1976.829956,1976.829956,421493880
2017-12-05,2033.219971,2065.300049,1856.020020,1868.250000,1868.250000,470448366
2017-12-06,2163.389893,2163.389893,1694.979980,1746.989990,1746.989990,625637457
2017-12-07,2021.380005,2064.350098,1518.079956,1519.109985,1519.109985,665431840
2017-12-08,1455.060059,2200.709961,1337.089966,1705.310059,1705.310059,1230672312
2017-12-09,1599.540039,1867.540039,1569.760010,1708.719971,1708.719971,640444249
2017-12-10,1766.569946,1824.160034,1585.660034,1636.209961,1636.209961,522644906
2017-12-11,1820.119995,1950.170044,1698.949951,1781.420044,1781.420044,568341885
2017-12-12,1810.050049,2057.800049,1805.329956,2028.790039,2028.790039,688263944
2017-12-13,1957.130005,2088.350098,1880.339966,2022.530029,2022.530029,638293923
2017-12-14,2036.260010,2663.060059,2013.140015,2458.850098,2458.850098,1047542119
2017-12-15,2609.300049,2615.929932,2031.930054,2268.760010,2268.760010,833746793
2017-12-16,2553.360107,2682.770020,2257.949951,2293.790039,2293.790039,578837768
2017-12-17,2256.879883,2419.709961,2244.389893,2366.570068,2366.570068,547461075
2017-12-18,2315.510010,2980.330078,2274.780029,2719.189941,2719.189941,1051695460
2017-12-19,2550.110107,3779.110107,2496.189941,3484.780029,3484.780029,1928289805
2017-12-20,3315.110107,5461.060059,3302.290039,4841.220215,4841.220215,4877037185
2017-12-21,4502.709961,4504.700195,3755.239990,3914.280029,3914.280029,1346567472
2017-12-22,3645.459961,3734.320068,2991.899902,3438.100098,3438.100098,1309974753
2017-12-23,3571.330078,4117.509766,3538.639893,3979.040039,3979.040039,920306829
2017-12-24,3790.899902,3831.209961,3549.040039,3752.419922,3752.419922,689113321
2017-12-25,3744.739990,3772.179932,3616.679932,3634.979980,3634.979980,679426288
2017-12-26,4005.219971,4023.360107,3517.419922,3759.300049,3759.300049,809821940
2017-12-27,3683.810059,3693.689941,3440.719971,3472.340088,3472.340088,743263405
2017-12-28,3290.209961,3350.129883,3189.090088,3241.520020,3241.520020,698434204
2017-12-29,3297.889893,3787.520020,3141.659912,3463.639893,3463.639893,825183724
2017-12-30,3062.100098,3095.790039,2934.090088,2966.100098,2966.100098,564489702
2017-12-31,3226.780029,3395.350098,3131.489990,3140.649902,3140.649902,675412485
2018-01-01,3018.590088,3157.719971,3016.830078,3036.199951,3036.199951,566659699
2018-01-02,3169.219971,3634.310059,3114.070068,3176.570068,3176.570068,863045066
2018-01-03,3255.139893,3466.120117,3179.790039,3183.560059,3183.560059,749720516
2018-01-04,3193.709961,3195.600098,2917.800049,2917.800049,2917.800049,598491870
2018-01-05,3132.370117,3233.810059,2830.090088,2856.459961,2856.459961,785682377
2018-01-06,2938.860107,3358.389893,2851.189941,3068.270020,3068.270020,804416783
2018-01-07,2913.959961,3274.489990,2906.040039,3090.260010,3090.260010,668094588
2018-01-08,2922.360107,3068.479980,2884.889893,3002.909912,3002.909912,698973247
2018-01-09,2938.939941,3030.610107,2867.439941,3008.610107,3008.610107,534240261
2018-01-10,3025.540039,3783.300049,3016.320068,3551.000000,3551.000000,1034578168
2018-01-11,3267.969971,3413.889893,3074.530029,3116.949951,3116.949951,810537724
2018-01-12,3190.290039,3339.639893,3162.500000,3268.439941,3268.439941,546252481
2018-01-13,3333.860107,3486.199951,3218.709961,3319.689941,3319.689941,480923457
2018-01-14,3250.649902,3313.100098,3207.290039,3210.760010,3210.760010,480012954
2018-01-15,3207.570068,3221.429932,2852.330078,3048.139893,3048.139893,600283103
2018-01-16,2545.290039,2585.790039,2188.080078,2243.040039,2243.040039,584878422
2018-01-17,2184.459961,2352.060059,2046.430054,2214.030029,2214.030029,536149216
2018-01-18,2276.729980,2378.110107,2207.209961,2218.800049,2218.800049,490549876
2018-01-19,2220.770020,2370.080078,2213.520020,2220.770020,2220.770020,343217671
2018-01-20,2438.320068,2632.489990,2341.229980,2521.080078,2521.080078,534287240
2018-01-21,2352.780029,2364.669922,2219.100098,2288.909912,2288.909912,327115292
2018-01-22,2121.429932,2133.820068,2022.310059,2049.840088,2049.840088,323318454
2018-01-23,2075.389893,2121.379883,2054.479980,2078.169922,2078.169922,252395034
2018-01-24,2113.959961,2123.879883,2057.239990,2058.659912,2058.659912,271250338
2018-01-25,2047.349976,2093.879883,2030.430054,2064.270020,2064.270020,237932673
2018-01-26,2030.569946,2041.660034,1977.859985,1993.119995,1993.119995,311636489
2018-01-27,2042.979980,2065.719971,2020.229980,2030.180054,2030.180054,275801759
2018-01-28,2086.489990,2182.919922,2082.100098,2177.080078,2177.080078,312576634
2018-01-29,2081.199951,2090.979980,2051.850098,2054.639893,2054.639893,176607033
2018-01-30,1813.489990,1862.829956,1786.349976,1796.219971,1796.219971,256459783
2018-01-31,1790.469971,1829.819946,1774.489990,1791.699951,1791.699951,260867990
2018-02-01,1525.660034,1538.229980,1435.609985,1458.640015,1458.640015,262265718
2018-02-02,1534.689941,1540.199951,1370.410034,1483.969971,1483.969971,302478970
2018-02-03,1539.329956,1596.510010,1479.859985,1582.790039,1582.790039,227006005
2018-02-04,1429.800049,1456.660034,1369.880005,1454.589966,1454.589966,240357498
2018-02-05,1179.930054,1183.280029,1046.680054,1070.150024,1070.150024,214653169
2018-02-06,1184.650024,1254.229980,1133.630005,1165.170044,1165.170044,246564944
2018-02-07,1151.390015,1177.969971,1106.469971,1151.390015,1151.390015,426492955
2018-02-08,1296.689941,1681.890015,1266.829956,1595.380005,1595.380005,925481070
2018-02-09,1638.750000,1707.520020,1573.160034,1581.619995,1581.619995,517101469
2018-02-10,1603.180054,1651.439941,1540.979980,1557.069946,1557.069946,316869693
2018-02-11,1500.170044,1594.250000,1500.170044,1546.689941,1546.689941,279696583
2018-02-12,1656.489990,1658.709961,1590.060059,1595.589966,1595.589966,219565677
2018-02-13,1566.689941,1589.520020,1534.069946,1555.819946,1555.819946,189638168
2018-02-14,1691.290039,1763.390015,1642.839966,1692.479980,1692.479980,226031347
2018-02-15,1821.020020,1822.300049,1715.479980,1720.560059,1720.560059,148944835
2018-02-16,1720.599976,1922.800049,1716.780029,1910.079956,1910.079956,278270272
2018-02-17,2132.389893,2145.169922,1973.280029,1978.959961,1978.959961,269487272
2018-02-18,1869.260010,1968.560059,1846.449951,1869.260010,1869.260010,307396105
2018-02-19,1951.280029,2001.699951,1913.459961,1914.859985,1914.859985,269317150
2018-02-20,1918.739990,1935.589966,1740.479980,1741.890015,1741.890015,440937470
2018-02-21,1654.569946,1694.560059,1621.239990,1638.569946,1638.569946,211285408
2018-02-22,1553.219971,1558.270020,1514.040039,1546.900024,1546.900024,185301526
2018-02-23,1601.109985,1670.439941,1560.560059,1618.119995,1618.119995,198746899
2018-02-24,1565.369995,1576.760010,1508.420044,1540.060059,1540.060059,179432975
2018-02-25,1490.050049,1515.760010,1474.130005,1494.939941,1494.939941,164970052
2018-02-26,1576.589966,1601.119995,1550.770020,1555.930054,1555.930054,188059377
2018-02-27,1627.160034,1640.670044,1567.750000,1570.449951,1570.449951,175761890
2018-02-28,1481.989990,1485.810059,1455.229980,1478.170044,1478.170044,156635422
2018-03-01,1605.489990,1692.689941,1602.719971,1619.329956,1619.329956,190537120
2018-03-02,1644.719971,1650.329956,1613.849976,1618.060059,1618.060059,185980398
2018-03-03,1671.719971,1674.619995,1600.670044,1605.020020,1605.020020,166200607
2018-03-04,1592.709961,1614.290039,1585.510010,1605.650024,1605.650024,147791155
2018-03-05,1640.699951,1659.810059,1611.290039,1615.699951,1615.699951,136872797
2018-03-06,1525.260010,1564.119995,1522.479980,1555.790039,1555.790039,179483791
2018-03-07,1476.180054,1481.449951,1418.239990,1448.530029,1448.530029,190017383
2018-03-08,1376.119995,1401.140015,1348.599976,1386.130005,1386.130005,177972812
2018-03-09,1390.650024,1445.869995,1369.310059,1440.849976,1440.849976,197914507
2018-03-10,1365.310059,1367.689941,1326.069946,1354.609985,1354.609985,149220749
2018-03-11,1449.000000,1550.770020,1442.640015,1520.239990,1520.239990,211644088
2018-03-12,1443.670044,1443.670044,1362.729980,1388.099976,1388.099976,166808934
2018-03-13,1375.680054,1403.209961,1327.790039,1378.069946,1378.069946,180198582
2018-03-14,1248.109985,1283.890015,1228.589966,1247.020020,1247.020020,163718450
2018-03-15,1238.719971,1240.880005,1203.180054,1226.880005,1226.880005,145507820
2018-03-16,1256.530029,1367.949951,1226.739990,1297.349976,1297.349976,193966162
2018-03-17,1239.569946,1308.079956,1229.030029,1266.969971,1266.969971,172390133
2018-03-18,1308.109985,1313.550049,1231.930054,1238.459961,1238.459961,158072092
2018-03-19,1286.500000,1327.189941,1263.890015,1303.449951,1303.449951,141091319
2018-03-20,1356.010010,1425.400024,1341.900024,1399.530029,1399.530029,185449942
2018-03-21,1384.560059,1388.050049,1333.359985,1347.319946,1347.319946,133744333
2018-03-22,1324.939941,1344.390015,1307.770020,1328.369995,1328.369995,100707369
2018-03-23,1329.069946,1342.810059,1313.050049,1322.199951,1322.199951,91228613
2018-03-24,1291.010010,1295.479980,1266.420044,1275.359985,1275.359985,75209114
2018-03-25,1277.229980,1294.040039,1274.989990,1285.069946,1285.069946,79360911
2018-03-26,1243.750000,1249.170044,1206.880005,1214.469971,1214.469971,151614604
2018-03-27,1158.229980,1196.500000,1151.000000,1160.300049,1160.300049,134574808
2018-03-28,1179.079956,1191.689941,1130.739990,1137.050049,1137.050049,148098010
2018-03-29,1019.489990,1028.910034,920.179993,942.039978,942.039978,177489040
2018-03-30,910.130005,982.229980,906.489990,924.880005,924.880005,151058513
2018-03-31,935.150024,953.559998,902.940002,907.080017,907.080017,122380521
2018-04-01,882.440002,896.500000,843.390015,844.919983,844.919983,138027685
2018-04-02,862.469971,882.849976,855.070007,857.440002,857.440002,124557247
2018-04-03,899.190002,934.659973,894.880005,915.969971,915.969971,130092993
2018-04-04,846.619995,850.789978,827.479980,843.609985,843.609985,119858041
2018-04-05,837.710022,845.719971,818.090027,832.869995,832.869995,101726242
2018-04-06,812.510010,812.770020,784.609985,790.450012,790.450012,97199881
2018-04-07,817.520020,827.289978,810.419983,822.669983,822.669983,118218427
2018-04-08,834.150024,841.260010,833.340027,838.200012,838.200012,100753970
2018-04-09,810.440002,832.200012,809.919983,818.710022,818.710022,100900743
2018-04-10,822.549988,836.719971,820.979980,830.510010,830.510010,85883537
2018-04-11,838.179993,848.239990,828.729980,848.239990,848.239990,97643400
2018-04-12,959.489990,981.150024,913.369995,928.239990,928.239990,143767992
2018-04-13,923.409973,958.169983,922.219971,933.640015,933.640015,127461970
2018-04-14,958.599976,959.210022,930.559998,941.059998,941.059998,81348727
2018-04-15,966.219971,989.880005,962.140015,981.400024,981.400024,123663014
2018-04-16,965.260010,985.130005,960.729980,979.159973,979.159973,149394534
2018-04-17,961.109985,974.650024,955.750000,969.500000,969.500000,142201877
2018-04-18,988.919983,1126.630005,986.760010,1118.390015,1118.390015,247327899
2018-04-19,1115.180054,1227.209961,1099.760010,1205.630005,1205.630005,245736630
2018-04-20,1309.449951,1485.829956,1283.770020,1414.390015,1414.390015,375442399
2018-04-21,1423.280029,1504.160034,1328.920044,1454.739990,1454.739990,369589775
2018-04-22,1450.949951,1567.469971,1416.209961,1524.890015,1524.890015,312083362
2018-04-23,1549.920044,1841.459961,1546.510010,1826.650024,1826.650024,605522985
2018-04-24,2013.189941,2131.169922,1817.390015,1832.449951,1832.449951,589280443
2018-04-25,1642.800049,1681.060059,1532.530029,1632.670044,1632.670044,467696411
2018-04-26,1745.270020,1852.319946,1727.229980,1840.290039,1840.290039,362816209
2018-04-27,1804.300049,1806.660034,1758.310059,1759.489990,1759.489990,267180703
2018-04-28,1801.780029,1823.520020,1799.369995,1800.579956,1800.579956,256380480
2018-04-29,1829.380005,1906.680054,1828.150024,1877.229980,1877.229980,333751801
2018-04-30,1851.839966,1853.050049,1757.439941,1764.699951,1764.699951,278595694
2018-05-01,1740.239990,1782.010010,1665.040039,1780.819946,1780.819946,279781513
2018-05-02,1811.599976,1973.089966,1790.959961,1917.229980,1917.229980,395246416
2018-05-03,1977.910034,2081.879883,1912.770020,1942.839966,1942.839966,440631352
2018-05-04,1949.349976,1984.540039,1911.640015,1964.430054,1964.430054,354601125
2018-05-05,1967.140015,2241.510010,1955.810059,2241.510010,2241.510010,578598488
2018-05-06,2202.300049,2281.439941,2155.310059,2255.469971,2255.469971,556532102
2018-05-07,2172.040039,2188.719971,2033.910034,2098.209961,2098.209961,416684426
2018-05-08,2120.260010,2150.340088,2051.669922,2094.989990,2094.989990,341182445
2018-05-09,2093.929932,2149.260010,1966.449951,2101.149902,2101.149902,398538378
2018-05-10,2029.109985,2061.629883,1944.319946,1959.420044,1959.420044,344321078
2018-05-11,1825.790039,1870.160034,1678.599976,1755.439941,1755.439941,397257265
2018-05-12,1797.569946,1933.880005,1718.880005,1906.170044,1906.170044,387737356
2018-05-13,1946.869995,1953.670044,1902.729980,1927.630005,1927.630005,305610546
2018-05-14,1878.359985,1879.459961,1759.239990,1797.839966,1797.839966,346504121
2018-05-15,1764.339966,1794.650024,1686.410034,1704.810059,1704.810059,310215973
2018-05-16,1699.650024,1723.380005,1626.319946,1655.430054,1655.430054,296257557
2018-05-17,1614.800049,1677.920044,1539.050049,1560.089966,1560.089966,264960162
2018-05-18,1567.069946,1594.550049,1488.880005,1542.770020,1542.770020,275031073
2018-05-19,1533.500000,1535.599976,1483.089966,1501.989990,1501.989990,211643863
2018-05-20,1515.910034,1627.219971,1510.609985,1606.020020,1606.020020,261928082
2018-05-21,1634.719971,1641.189941,1567.819946,1580.770020,1580.770020,215468562
2018-05-22,1523.569946,1524.609985,1460.130005,1476.770020,1476.770020,202570165
2018-05-23,1402.160034,1416.979980,1280.709961,1313.300049,1313.300049,266339997
2018-05-24,1319.119995,1403.420044,1293.329956,1402.430054,1402.430054,253923274
2018-05-25,1385.400024,1386.380005,1314.859985,1328.569946,1328.569946,203083018
2018-05-26,1314.380005,1337.640015,1305.650024,1328.920044,1328.920044,184081134
2018-05-27,1340.060059,1342.020020,1312.699951,1323.449951,1323.449951,190034728
2018-05-28,1255.069946,1261.560059,1147.550049,1158.670044,1158.670044,204224798
2018-05-29,1215.229980,1303.699951,1202.589966,1285.229980,1285.229980,228631942
2018-05-30,1266.560059,1302.989990,1250.260010,1274.229980,1274.229980,251791122
2018-05-31,1306.560059,1335.069946,1293.780029,1308.520020,1308.520020,318898192
2018-06-01,1303.020020,1307.920044,1293.229980,1303.020020,1303.020020,197685763
2018-06-02,1321.489990,1422.760010,1319.500000,1408.859985,1408.859985,252565247
2018-06-03,1411.959961,1534.349976,1403.000000,1505.489990,1505.489990,271463513
2018-06-04,1483.209961,1533.239990,1417.489990,1441.030029,1441.030029,269275866
2018-06-05,1454.310059,1500.839966,1410.750000,1494.900024,1494.900024,247980619
2018-06-06,1493.219971,1498.160034,1448.719971,1460.579956,1460.579956,216506330
2018-06-07,1489.910034,1519.160034,1487.890015,1501.010010,1501.010010,195419223
2018-06-08,1481.640015,1485.619995,1439.819946,1458.739990,1458.739990,195329574
2018-06-09,1447.280029,1462.099976,1431.469971,1436.410034,1436.410034,167608520
2018-06-10,1289.319946,1289.319946,1193.550049,1225.469971,1225.469971,222252623
2018-06-11,1255.189941,1296.969971,1226.130005,1266.089966,1266.089966,198441451
2018-06-12,1218.260010,1220.000000,1150.089966,1158.829956,1158.829956,185718719
2018-06-13,1111.729980,1123.459961,1085.760010,1119.270020,1119.270020,193448952
2018-06-14,1174.199951,1191.770020,1157.500000,1183.859985,1183.859985,190504714
2018-06-15,1152.209961,1156.489990,1118.849976,1129.119995,1129.119995,158954431
2018-06-16,1157.160034,1167.680054,1145.760010,1149.270020,1149.270020,155620650
2018-06-17,1145.739990,1152.729980,1139.619995,1146.609985,1146.609985,161330022
