Date,Open,High,Low,Close,Adj Close,Volume
2016-08-29,738.989990,751.960022,729.599976,751.200012,751.200012,210717
2016-08-30,751.200012,755.000000,738.000000,754.989990,754.989990,271126
2016-08-31,754.989990,755.000000,744.000000,749.000000,749.000000,125547
2016-09-01,749.000000,754.479980,730.890015,752.989990,752.989990,260336
2016-09-02,752.989990,755.000000,736.320007,754.909973,754.909973,145804
2016-09-03,754.909973,775.000000,742.010010,770.000000,770.000000,360043
2016-09-04,770.000000,797.989990,760.010010,793.979980,793.979980,201090
2016-09-05,793.979980,794.690002,765.000000,790.000000,790.000000,149007
2016-09-06,790.000000,790.000000,783.000000,786.000000,786.000000,213990
2016-09-07,786.000000,790.000000,767.049988,790.000000,790.000000,112614
2016-09-08,790.000000,809.989990,784.559998,808.979980,808.979980,231018
2016-09-09,808.979980,809.989990,786.000000,797.760010,797.760010,200500
2016-09-10,797.760010,810.000000,795.179993,808.989990,808.989990,202604
2016-09-11,808.989990,810.000000,770.000000,775.010010,775.010010,390695
2016-09-12,775.010010,800.000000,783.000000,800.000000,800.000000,150784
2016-09-13,800.000000,815.000000,793.830017,809.900024,809.900024,177235
2016-09-14,809.900024,810.000000,797.010010,806.950012,806.950012,231419
2016-09-15,806.950012,809.000000,801.049988,807.840027,807.840027,219936
2016-09-16,807.840027,810.000000,801.049988,809.940002,809.940002,165800
2016-09-17,809.940002,809.989990,800.000000,809.869995,809.869995,133678
2016-09-18,809.869995,809.869995,800.000000,807.809998,807.809998,114516
2016-09-19,807.809998,809.989990,799.979980,809.890015,809.890015,189625
2016-09-20,809.890015,812.979980,800.000000,810.000000,810.000000,385369
2016-09-21,810.000000,810.979980,785.010010,797.489990,797.489990,294972
2016-09-22,797.489990,800.000000,776.030029,796.330017,796.330017,216238
2016-09-23,796.330017,800.000000,777.719971,799.989990,799.989990,129338
2016-09-24,799.989990,799.989990,791.809998,799.880005,799.880005,106404
2016-09-25,799.880005,799.890015,780.000000,794.599976,794.599976,159321
2016-09-26,794.599976,809.900024,780.609985,808.000000,808.000000,357890
2016-09-27,808.000000,809.989990,795.070007,804.989990,804.989990,186985
2016-09-28,804.989990,808.549988,796.010010,807.750000,807.750000,171533
2016-09-29,807.750000,807.750000,796.239990,800.000000,800.000000,167582
2016-09-30,800.000000,809.979980,792.000000,803.119995,803.119995,232863
2016-10-01,803.119995,811.000000,790.000000,811.000000,811.000000,187792
2016-10-02,811.000000,811.000000,801.119995,810.299988,810.299988,119088
2016-10-03,810.299988,810.440002,801.119995,809.969971,809.969971,155494
2016-10-04,809.969971,812.750000,801.119995,811.000000,811.000000,266924
2016-10-05,811.000000,812.739990,801.219971,811.960022,811.960022,246654
2016-10-06,811.960022,814.989990,801.119995,813.500000,813.500000,215100
2016-10-07,813.500000,820.000000,810.000000,819.000000,819.000000,358103
2016-10-08,819.000000,820.000000,814.000000,815.000000,815.000000,106437
2016-10-09,815.000000,820.000000,814.000000,817.109985,817.109985,108538
2016-10-10,817.109985,820.000000,810.059998,818.900024,818.900024,112416
2016-10-11,818.900024,849.000000,810.059998,848.489990,848.489990,456167
2016-10-12,848.489990,848.900024,835.010010,839.900024,839.900024,224854
2016-10-13,839.900024,846.979980,835.000000,846.880005,846.880005,170611
